gameID,TeamID,Score,NumOT,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,mens_data,tourney_game,Seed,Loc_A,Loc_H,Loc_N,IsWin,opp_TeamID,opp_Score,opp_NumOT,opp_FGM,opp_FGA,opp_FGM3,opp_FGA3,opp_FTM,opp_FTA,opp_OR,opp_DR,opp_Ast,opp_TO,opp_Stl,opp_Blk,opp_PF,opp_Seed
11,1276,75,0,26,48,4,14,19,22,5,30,15,15,5,4,11,True,True,20,False,False,True,True,1276,75,0,26,48,4,14,19,22,5,30,15,15,5,4,11,20
12,1293,92,1,31,64,6,21,24,35,10,32,17,11,5,1,21,True,True,20,False,False,True,True,1293,92,1,31,64,6,21,24,35,10,32,17,11,5,1,21,20
13,1308,70,0,23,50,11,17,13,13,7,14,12,7,4,1,16,True,True,20,False,False,True,True,1308,70,0,23,50,11,17,13,13,7,14,12,7,4,1,16,20
14,1314,95,0,34,74,13,35,14,17,12,34,29,10,4,4,11,True,True,1,False,False,True,True,1314,95,0,34,74,13,35,14,17,12,34,29,10,4,4,11,1
15,1344,66,0,24,61,8,22,10,12,10,27,13,9,7,1,12,True,True,20,False,False,True,True,1344,66,0,24,61,8,22,10,12,10,27,13,9,7,1,12,20
16,1350,67,0,24,57,5,17,14,16,6,25,14,11,4,3,14,True,True,20,False,False,True,True,1350,67,0,24,57,5,17,14,16,6,25,14,11,4,3,14,20
17,1388,82,0,31,60,10,21,10,15,9,27,16,9,8,3,14,True,True,5,False,False,True,True,1388,82,0,31,60,10,21,10,15,9,27,16,9,8,3,14,5
18,1389,85,1,29,57,9,17,18,21,5,26,18,15,4,4,25,True,True,15,False,False,True,True,1389,85,1,29,57,9,17,18,21,5,26,18,15,4,4,25,15
19,1397,88,0,33,55,14,24,8,11,5,23,29,12,13,1,14,True,True,2,False,False,True,True,1397,88,0,33,55,14,24,8,11,5,23,29,12,13,1,14,2
20,1417,57,0,19,54,8,22,11,13,7,21,14,7,9,6,11,True,True,20,False,False,True,True,1417,57,0,19,54,8,22,11,13,7,21,14,7,9,6,11,20
21,1112,87,0,33,60,11,20,10,12,9,33,21,19,4,9,17,True,True,2,False,False,True,True,1112,87,0,33,60,11,20,10,12,9,33,21,19,4,9,17,2
22,1120,80,0,28,63,9,24,15,22,17,29,23,10,2,10,17,True,True,4,False,False,True,True,1120,80,0,28,63,9,24,15,22,17,29,23,10,2,10,17,4
23,1181,78,0,30,58,9,22,9,9,9,27,21,13,6,10,11,True,True,4,False,False,True,True,1181,78,0,30,58,9,22,9,9,9,27,21,13,6,10,11,4
24,1222,82,0,32,60,10,21,8,15,10,22,19,7,6,3,12,True,True,1,False,False,True,True,1222,82,0,32,60,10,21,8,15,10,22,19,7,6,3,12,1
25,1228,54,0,19,49,3,17,13,22,9,29,13,14,5,4,16,True,True,3,False,False,True,True,1228,54,0,19,49,3,17,13,22,9,29,13,14,5,4,16,3
26,1235,59,0,20,56,12,37,7,10,7,20,14,10,15,4,19,True,True,2,False,False,True,True,1235,59,0,20,56,12,37,7,10,7,20,14,10,15,4,19,2
27,1274,68,0,24,56,1,14,19,25,3,22,13,3,12,4,14,True,True,20,False,False,True,True,1274,68,0,24,56,1,14,19,25,3,22,13,3,12,4,14,20
28,1277,74,0,28,59,7,26,11,15,9,24,13,7,4,4,14,True,True,9,False,False,True,True,1277,74,0,28,59,7,26,11,15,9,24,13,7,4,4,14,9
29,1323,78,0,29,54,10,16,10,11,4,23,13,18,10,1,13,True,True,20,False,False,True,True,1323,78,0,29,54,10,16,10,11,4,23,13,18,10,1,13,20
30,1326,54,0,18,43,1,15,17,21,6,32,6,17,7,5,16,True,True,20,False,False,True,True,1326,54,0,18,43,1,15,17,21,6,32,6,17,7,5,16,20
31,1345,78,0,22,51,7,22,27,33,11,29,15,11,10,3,13,True,True,1,False,False,True,True,1345,78,0,22,51,7,22,27,33,11,29,15,11,10,3,13,1
32,1395,69,0,27,53,4,10,11,14,6,29,15,13,7,3,15,True,True,9,False,False,True,True,1395,69,0,27,53,4,10,11,14,6,29,15,13,7,3,15,9
33,1400,81,0,27,57,10,19,17,22,8,17,17,7,9,3,22,True,True,7,False,False,True,True,1400,81,0,27,57,10,19,17,22,8,17,17,7,9,3,22,7
34,1403,97,0,36,54,12,20,13,19,6,24,23,12,6,5,18,True,True,6,False,False,True,True,1403,97,0,36,54,12,20,13,19,6,24,23,12,6,5,18,6
35,1437,80,0,28,55,13,28,11,12,9,22,16,10,5,2,14,True,True,20,False,False,True,True,1437,80,0,28,55,13,28,11,12,9,22,16,10,5,2,14,20
36,1458,67,0,26,62,6,17,9,12,11,24,15,5,5,3,10,True,True,5,False,False,True,True,1458,67,0,26,62,6,17,9,12,11,24,15,5,5,3,10,5
37,1116,53,0,14,51,3,16,22,25,3,30,10,11,12,1,14,True,True,20,False,False,True,True,1116,53,0,14,51,3,16,22,25,3,30,10,11,12,1,14,20
38,1211,82,0,30,58,9,27,13,24,10,27,18,5,2,4,15,True,True,5,False,False,True,True,1211,82,0,30,58,9,27,13,24,10,27,18,5,2,4,15,5
39,1242,79,0,27,66,6,16,19,20,13,33,14,7,5,7,21,True,True,4,False,False,True,True,1242,79,0,27,66,6,16,19,20,13,33,14,7,5,7,21,4
40,1276,76,0,27,54,6,16,16,20,6,27,15,14,4,6,12,True,True,20,False,False,True,True,1276,76,0,27,54,6,16,16,20,6,27,15,14,4,6,12,20
41,1314,93,1,28,57,11,25,26,37,7,34,22,18,7,5,26,True,True,1,False,False,True,True,1314,93,1,28,57,11,25,26,37,7,34,22,18,7,5,26,1
42,1344,79,0,28,54,12,22,11,14,5,30,18,6,4,3,15,True,True,20,False,False,True,True,1344,79,0,28,54,12,22,11,14,5,30,18,6,4,3,15,20
43,1389,70,0,22,53,3,13,23,31,10,25,14,9,5,7,22,True,True,15,False,False,True,True,1389,70,0,22,53,3,13,23,31,10,25,14,9,5,7,22,15
44,1417,72,0,26,46,4,9,16,19,4,20,14,5,3,0,12,True,True,20,False,False,True,True,1417,72,0,26,46,4,9,16,19,4,20,14,5,3,0,12,20
45,1112,85,1,31,68,5,27,18,25,14,28,16,16,10,4,21,True,True,2,False,False,True,True,1112,85,1,31,68,5,27,18,25,14,28,16,16,10,4,21,2
46,1181,85,0,32,56,5,13,16,21,7,21,14,10,5,6,12,True,True,4,False,False,True,True,1181,85,0,32,56,5,13,16,21,7,21,14,10,5,6,12,4
47,1222,68,0,25,59,6,22,12,17,15,23,10,8,8,6,16,True,True,1,False,False,True,True,1222,68,0,25,59,6,22,12,17,15,23,10,8,8,6,16,1
48,1235,54,0,20,58,3,14,11,16,7,25,12,13,9,3,25,True,True,2,False,False,True,True,1235,54,0,20,58,3,14,11,16,7,25,12,13,9,3,25,2
49,1274,79,0,32,66,3,15,12,15,4,30,19,4,10,6,11,True,True,20,False,False,True,True,1274,79,0,32,66,3,15,12,15,4,30,19,4,10,6,11,20
50,1345,81,0,21,43,6,17,33,46,8,31,10,12,3,4,16,True,True,1,False,False,True,True,1345,81,0,21,43,6,17,33,46,8,31,10,12,3,4,16,1
51,1403,59,0,21,59,4,15,13,17,10,27,10,8,8,4,16,True,True,6,False,False,True,True,1403,59,0,21,59,4,15,13,17,10,27,10,8,8,4,16,6
52,1437,71,0,23,52,8,23,17,20,9,17,9,9,7,1,14,True,True,20,False,False,True,True,1437,71,0,23,52,8,23,17,20,9,17,9,9,7,1,14,20
53,1116,74,0,29,72,7,25,9,14,7,30,13,8,6,6,20,True,True,20,False,False,True,True,1116,74,0,29,72,7,25,9,14,7,30,13,8,6,6,20,20
54,1181,78,0,28,54,7,19,15,17,4,24,12,9,4,6,12,True,True,4,False,False,True,True,1181,78,0,28,54,7,19,15,17,4,24,12,9,4,6,12,4
55,1222,72,0,23,50,9,20,17,25,10,23,12,11,5,6,19,True,True,1,False,False,True,True,1222,72,0,23,50,9,20,17,25,10,23,12,11,5,6,19,1
56,1437,63,0,22,59,9,30,10,12,8,28,10,6,5,4,12,True,True,20,False,False,True,True,1437,63,0,22,59,9,30,10,12,8,28,10,6,5,4,12,20
57,1242,66,0,22,56,2,14,20,28,7,29,7,10,3,11,15,True,True,4,False,False,True,True,1242,66,0,22,56,2,14,20,28,7,29,7,10,3,11,15,4
58,1274,70,0,26,56,9,26,9,14,6,24,21,13,11,7,12,True,True,20,False,False,True,True,1274,70,0,26,56,9,26,9,14,6,24,21,13,11,7,12,20
59,1314,73,0,27,66,10,31,9,12,13,26,11,8,2,1,9,True,True,1,False,False,True,True,1314,73,0,27,66,10,31,9,12,13,26,11,8,2,1,9,1
60,1389,67,0,21,54,6,21,19,21,6,14,9,8,9,4,19,True,True,15,False,False,True,True,1389,67,0,21,54,6,21,19,21,6,14,9,8,9,4,19,15
61,1181,78,0,29,53,4,10,16,18,6,21,8,14,7,5,15,True,True,4,False,False,True,True,1181,78,0,29,53,4,10,16,18,6,21,8,14,7,5,15,4
62,1437,50,0,15,52,5,21,15,15,10,25,6,9,3,2,12,True,True,20,False,False,True,True,1437,50,0,15,52,5,21,15,15,10,25,6,9,3,2,12,20
63,1242,76,0,29,58,5,14,13,26,6,33,18,10,7,3,16,True,True,4,False,False,True,True,1242,76,0,29,58,5,14,13,26,6,33,18,10,7,3,16,4
64,1314,69,0,25,61,6,22,13,21,12,33,15,6,6,5,12,True,True,1,False,False,True,True,1314,69,0,25,61,6,22,13,21,12,33,15,6,6,5,12,1
65,1242,81,0,29,54,13,24,10,13,10,25,18,7,4,4,8,True,True,4,False,False,True,True,1242,81,0,29,54,13,24,10,13,10,25,18,7,4,4,8,4
66,1314,81,0,27,64,10,26,17,24,15,33,7,10,2,5,19,True,True,1,False,False,True,True,1314,81,0,27,64,10,26,17,24,15,33,7,10,2,5,19,1
67,1242,72,0,29,66,6,17,8,14,7,27,11,9,6,5,16,True,True,4,False,False,True,True,1242,72,0,29,66,6,17,8,14,7,27,11,9,6,5,16,4
68,1338,60,0,21,54,9,19,9,15,5,20,10,6,7,4,12,True,True,20,False,False,True,True,1338,60,0,21,54,9,19,9,15,5,20,10,6,7,4,12,20
69,1394,75,0,22,57,4,18,27,35,14,30,10,14,3,1,18,True,True,20,False,False,True,True,1394,75,0,22,57,4,18,27,35,14,30,10,14,3,1,18,20
70,1113,98,0,35,55,11,21,17,24,4,22,21,5,5,4,17,True,True,20,False,False,True,True,1113,98,0,35,55,11,21,17,24,4,22,21,5,5,4,17,20
71,1192,84,0,23,46,11,27,27,31,5,25,13,14,8,2,15,True,True,20,False,False,True,True,1192,84,0,23,46,11,27,27,31,5,25,13,14,8,2,15,20
72,1104,96,0,33,70,15,33,15,23,14,32,21,8,4,8,18,True,True,4,False,False,True,True,1104,96,0,33,70,15,33,15,23,14,32,21,8,4,8,18,4
73,1116,73,0,24,63,3,11,22,29,10,29,4,11,12,4,19,True,True,20,False,False,True,True,1116,73,0,24,63,3,11,22,29,10,29,4,11,12,4,19,20
74,1120,83,0,29,63,8,22,17,22,7,28,14,7,6,5,18,True,True,4,False,False,True,True,1120,83,0,29,63,8,22,17,22,7,28,14,7,6,5,18,4
75,1181,74,0,31,64,6,16,6,9,12,30,13,8,7,6,15,True,True,4,False,False,True,True,1181,74,0,31,64,6,16,6,9,12,30,13,8,7,6,15,4
76,1202,68,0,22,56,10,28,14,19,5,22,11,9,4,3,17,True,True,20,False,False,True,True,1202,68,0,22,56,10,28,14,19,5,22,11,9,4,3,17,20
77,1222,63,0,25,51,4,16,9,10,9,28,13,14,3,4,14,True,True,1,False,False,True,True,1222,63,0,25,51,4,16,9,10,9,28,13,14,3,4,14,1
78,1242,96,0,38,73,9,22,11,13,14,23,22,12,13,7,11,True,True,4,False,False,True,True,1242,96,0,38,73,9,22,11,13,14,23,22,12,13,7,11,4
79,1268,67,0,23,45,6,18,15,22,8,17,12,13,7,5,19,True,True,20,False,False,True,True,1268,67,0,23,45,6,18,15,22,8,17,12,13,7,5,19,20
80,1281,76,0,27,53,10,25,12,18,2,23,15,9,9,1,15,True,True,20,False,False,True,True,1281,76,0,27,53,10,25,12,18,2,23,15,9,9,1,15,20
81,1321,75,0,26,53,8,21,15,18,8,22,9,7,7,0,16,True,True,9,False,False,True,True,1321,75,0,26,53,8,21,15,18,8,22,9,7,7,0,16,9
82,1336,76,0,27,56,13,22,9,11,7,20,14,5,5,1,11,True,True,20,False,False,True,True,1336,76,0,27,56,13,22,9,11,7,20,14,5,5,1,11,20
83,1343,59,0,26,64,4,25,3,5,7,28,9,11,8,6,15,True,True,20,False,False,True,True,1343,59,0,26,64,4,25,3,5,7,28,9,11,8,6,15,20
84,1361,63,0,24,56,4,16,11,18,6,31,13,14,4,7,18,True,True,5,False,False,True,True,1361,63,0,24,56,4,16,11,18,6,31,13,14,4,7,18,5
85,1397,58,0,21,46,4,16,12,21,5,22,16,16,9,4,14,True,True,2,False,False,True,True,1397,58,0,21,46,4,16,12,21,5,22,16,16,9,4,14,2
86,1400,81,0,31,58,13,23,6,8,11,23,20,13,7,5,12,True,True,7,False,False,True,True,1400,81,0,31,58,13,23,6,8,11,23,20,13,7,5,12,7
87,1417,86,0,34,63,5,16,13,17,11,22,24,7,11,4,11,True,True,20,False,False,True,True,1417,86,0,34,63,5,16,13,17,11,22,24,7,11,4,11,20
88,1124,74,0,28,51,8,22,10,16,7,19,14,9,5,1,13,True,True,3,False,False,True,True,1124,74,0,28,51,8,22,10,16,7,19,14,9,5,1,13,3
89,1163,87,0,32,66,11,25,12,14,14,29,24,8,4,5,15,True,True,1,False,False,True,True,1163,87,0,32,66,11,25,12,14,14,29,24,8,4,5,15,1
90,1166,72,0,26,56,3,20,17,19,2,30,15,8,3,6,14,True,True,3,False,False,True,True,1166,72,0,26,56,3,20,17,19,2,30,15,8,3,6,14,3
91,1192,63,0,24,62,7,23,8,10,9,19,11,8,11,3,19,True,True,20,False,False,True,True,1192,63,0,24,62,7,23,8,10,9,19,11,8,11,3,19,20
92,1194,66,0,25,65,8,28,8,11,16,20,12,8,2,2,13,True,True,8,False,False,True,True,1194,66,0,25,65,8,28,8,11,16,20,12,8,2,2,13,8
93,1211,82,0,30,56,7,15,15,19,10,28,13,12,6,8,15,True,True,5,False,False,True,True,1211,82,0,30,56,7,15,15,19,10,28,13,12,6,8,15,5
94,1231,71,0,29,62,5,14,8,11,10,29,14,7,4,7,13,True,True,20,False,False,True,True,1231,71,0,29,62,5,14,8,11,10,29,14,7,4,7,13,20
95,1243,77,0,32,55,4,15,9,12,6,19,21,14,9,3,16,True,True,20,False,False,True,True,1243,77,0,32,55,4,15,9,12,6,19,21,14,9,3,16,20
96,1246,61,0,23,63,5,16,10,13,16,30,10,10,6,4,12,True,True,3,False,False,True,True,1246,61,0,23,63,5,16,10,13,16,30,10,10,6,4,12,3
97,1266,78,0,29,56,10,20,10,15,5,24,15,5,7,1,11,True,True,2,False,False,True,True,1266,78,0,29,56,10,20,10,15,5,24,15,5,7,1,11,2
98,1274,63,0,17,56,6,18,23,29,6,31,6,8,7,1,11,True,True,20,False,False,True,True,1274,63,0,17,56,6,18,23,29,6,31,6,8,7,1,11,20
99,1277,72,0,26,54,5,14,15,25,8,26,11,7,7,3,10,True,True,9,False,False,True,True,1277,72,0,26,54,5,14,15,25,8,26,11,7,7,3,10,9
100,1338,59,0,14,41,6,19,25,29,5,31,10,14,6,4,19,True,True,20,False,False,True,True,1338,59,0,14,41,6,19,25,29,5,31,10,14,6,4,19,20
101,1388,63,0,20,49,3,17,20,27,9,24,13,8,8,6,19,True,True,5,False,False,True,True,1388,63,0,20,49,3,17,20,27,9,24,13,8,8,6,19,5
102,1395,72,0,22,62,8,23,20,27,12,22,14,5,6,4,20,True,True,9,False,False,True,True,1395,72,0,22,62,8,23,20,27,12,22,14,5,6,4,20,9
103,1462,72,0,24,52,2,12,22,30,3,31,16,10,6,4,17,True,True,20,False,False,True,True,1462,72,0,24,52,2,12,22,30,3,31,16,10,6,4,17,20
104,1104,73,0,23,58,6,21,21,28,13,26,7,10,9,4,18,True,True,4,False,False,True,True,1104,73,0,23,58,6,21,21,28,13,26,7,10,9,4,18,4
105,1116,72,0,24,58,3,15,21,26,14,20,8,9,5,3,25,True,True,20,False,False,True,True,1116,72,0,24,58,3,15,21,26,14,20,8,9,5,3,25,20
106,1222,81,0,25,60,7,22,24,29,10,25,11,6,4,12,25,True,True,1,False,False,True,True,1222,81,0,25,60,7,22,24,29,10,25,11,6,4,12,25,1
107,1343,78,0,27,62,12,33,12,15,15,27,16,9,2,4,9,True,True,20,False,False,True,True,1343,78,0,27,62,12,33,12,15,15,27,16,9,2,4,9,20
108,1361,75,0,29,58,6,20,11,14,8,29,17,10,5,6,18,True,True,5,False,False,True,True,1361,75,0,29,58,6,20,11,14,8,29,17,10,5,6,18,5
109,1397,65,0,23,57,9,21,10,13,10,20,15,8,8,5,11,True,True,2,False,False,True,True,1397,65,0,23,57,9,21,10,13,10,20,15,8,8,5,11,2
110,1400,71,0,31,61,1,13,8,11,8,29,10,5,4,2,13,True,True,7,False,False,True,True,1400,71,0,31,61,1,13,8,11,8,29,10,5,4,2,13,7
111,1417,68,0,22,44,6,15,18,21,3,23,17,8,4,3,14,True,True,20,False,False,True,True,1417,68,0,22,44,6,15,18,21,3,23,17,8,4,3,14,20
112,1163,70,0,27,50,10,22,6,7,3,27,15,13,2,5,16,True,True,1,False,False,True,True,1163,70,0,27,50,10,22,6,7,3,27,15,13,2,5,16,1
113,1166,85,0,26,55,11,24,22,22,10,23,14,13,4,2,16,True,True,3,False,False,True,True,1166,85,0,26,55,11,24,22,22,10,23,14,13,4,2,16,3
114,1194,78,0,29,71,9,31,11,18,13,30,18,7,8,5,12,True,True,8,False,False,True,True,1194,78,0,29,71,9,31,11,18,13,30,18,7,8,5,12,8
115,1211,84,0,30,67,8,25,16,25,11,29,14,10,6,5,17,True,True,5,False,False,True,True,1211,84,0,30,67,8,25,16,25,11,29,14,10,6,5,17,5
116,1243,75,0,26,54,5,21,18,22,4,19,14,8,11,4,17,True,True,20,False,False,True,True,1243,75,0,26,54,5,21,18,22,4,19,14,8,11,4,17,20
117,1274,85,0,34,70,9,23,8,13,19,26,14,12,7,3,13,True,True,20,False,False,True,True,1274,85,0,34,70,9,23,8,13,19,26,14,12,7,3,13,20
118,1277,69,0,24,54,2,16,19,23,10,26,8,10,9,3,19,True,True,9,False,False,True,True,1277,69,0,24,54,2,16,19,23,10,26,8,10,9,3,19,9
119,1462,84,0,30,63,8,24,16,26,4,32,22,8,6,4,21,True,True,20,False,False,True,True,1462,84,0,30,63,8,24,16,26,4,32,22,8,6,4,21,20
120,1163,88,0,31,54,9,20,17,21,8,31,22,15,7,3,19,True,True,1,False,False,True,True,1163,88,0,31,54,9,20,17,21,8,31,22,15,7,3,19,1
121,1194,62,0,21,50,8,27,12,16,11,27,12,12,1,2,14,True,True,8,False,False,True,True,1194,62,0,21,50,8,27,12,16,11,27,12,12,1,2,14,8
122,1211,79,0,32,64,6,16,9,17,16,32,14,14,2,3,15,True,True,5,False,False,True,True,1211,79,0,32,64,6,16,9,17,16,32,14,14,2,3,15,5
123,1243,98,1,38,68,11,24,11,16,6,21,26,5,10,3,24,True,True,20,False,False,True,True,1243,98,1,38,68,11,24,11,16,6,21,26,5,10,3,24,20
124,1166,86,0,32,55,9,24,13,16,5,31,18,12,2,4,11,True,True,3,False,False,True,True,1166,86,0,32,55,9,24,13,16,5,31,18,12,2,4,11,3
125,1274,89,0,31,60,11,25,16,19,6,28,16,5,4,4,16,True,True,20,False,False,True,True,1274,89,0,31,60,11,25,16,19,6,28,16,5,4,4,16,20
126,1361,71,0,26,69,6,17,13,22,13,29,10,11,9,8,18,True,True,5,False,False,True,True,1361,71,0,26,69,6,17,13,22,13,29,10,11,9,8,18,5
127,1400,83,0,32,61,7,12,12,19,5,25,16,9,8,3,16,True,True,7,False,False,True,True,1400,83,0,32,61,7,12,12,19,5,25,16,9,8,3,16,7
128,1163,82,0,30,72,11,31,11,14,13,32,21,7,3,5,18,True,True,1,False,False,True,True,1163,82,0,30,72,11,31,11,14,13,32,21,7,3,5,18,1
129,1194,79,0,26,54,9,23,18,22,12,29,17,22,4,5,18,True,True,8,False,False,True,True,1194,79,0,26,54,9,23,18,22,12,29,17,22,4,5,18,8
130,1274,88,0,29,49,2,8,28,32,4,19,11,12,9,1,14,True,True,20,False,False,True,True,1274,88,0,29,49,2,8,28,32,4,19,11,12,9,1,14,20
131,1361,57,0,25,66,3,13,4,6,12,23,6,7,1,3,11,True,True,5,False,False,True,True,1361,57,0,25,66,3,13,4,6,12,23,6,7,1,3,11,5
132,1163,72,0,28,57,9,26,7,13,13,27,19,14,5,5,11,True,True,1,False,False,True,True,1163,72,0,28,57,9,26,7,13,13,27,19,14,5,5,11,1
133,1361,72,0,25,57,9,18,13,22,12,23,8,8,3,2,17,True,True,5,False,False,True,True,1361,72,0,25,57,9,18,13,22,12,23,8,8,3,2,17,5
134,1163,76,0,23,53,6,17,24,27,10,30,13,13,8,6,15,True,True,1,False,False,True,True,1163,76,0,23,53,6,17,24,27,10,30,13,13,8,6,15,1
135,3173,88,0,29,65,13,23,17,21,11,35,18,8,3,15,14,False,True,20,False,False,True,True,3173,88,0,29,65,13,23,17,21,11,35,18,8,3,15,14,20
136,3224,55,0,21,68,1,18,12,25,21,27,8,10,7,3,12,False,True,20,False,False,True,True,3224,55,0,21,68,1,18,12,25,21,27,8,10,7,3,12,20
137,3255,74,0,26,62,5,13,17,23,15,18,13,14,3,3,18,False,True,20,False,False,True,True,3255,74,0,26,62,5,13,17,23,15,18,13,14,3,3,18,20
138,3283,61,0,23,63,2,9,13,20,16,24,6,12,11,8,23,False,True,20,False,False,True,True,3283,61,0,23,63,2,9,13,20,16,24,6,12,11,8,23,20
139,3124,89,0,35,66,7,21,12,19,12,43,21,10,5,3,10,False,True,5,False,True,False,True,3124,89,0,35,66,7,21,12,19,12,43,21,10,5,3,10,5
140,3166,84,0,29,57,8,19,18,20,7,23,15,15,3,2,11,False,True,7,False,False,True,True,3166,84,0,29,57,8,19,18,20,7,23,15,15,3,2,11,7
141,3195,84,0,30,64,15,38,9,11,2,25,19,3,7,1,18,False,True,12,False,False,True,True,3195,84,0,30,64,15,38,9,11,2,25,19,3,7,1,18,12
142,3208,70,0,24,60,1,6,21,30,15,29,17,15,7,6,7,False,True,20,False,True,False,True,3208,70,0,24,60,1,6,21,30,15,29,17,15,7,6,7,20
143,3211,68,0,26,56,5,17,11,14,8,27,14,13,7,4,16,False,True,4,False,False,True,True,3211,68,0,26,56,5,17,11,14,8,27,14,13,7,4,16,4
144,3234,98,0,33,55,12,26,20,21,1,31,25,11,10,4,18,False,True,1,False,True,False,True,3234,98,0,33,55,12,26,20,21,1,31,25,11,10,4,18,1
145,3235,78,0,28,65,7,20,15,26,11,27,6,7,2,6,14,False,True,7,False,True,False,True,3235,78,0,28,65,7,20,15,26,11,27,6,7,2,6,14,7
146,3242,77,0,30,62,5,14,12,17,9,28,13,9,5,6,15,False,True,8,False,False,True,True,3242,77,0,30,62,5,14,12,17,9,28,13,9,5,6,15,8
147,3257,83,0,33,63,6,16,11,16,11,22,13,10,18,4,9,False,True,6,False,True,False,True,3257,83,0,33,63,6,16,11,16,11,22,13,10,18,4,9,6
148,3268,102,0,38,64,10,20,16,17,10,27,19,10,7,3,10,False,True,10,False,True,False,True,3268,102,0,38,64,10,20,16,17,10,27,19,10,7,3,10,10
149,3274,78,0,30,56,8,22,10,11,4,22,11,12,7,3,11,False,True,20,False,False,True,True,3274,78,0,30,56,8,22,10,11,4,22,11,12,7,3,11,20
150,3376,79,0,28,79,8,38,15,21,26,33,20,14,12,5,6,False,True,1,False,True,False,True,3376,79,0,28,79,8,38,15,21,26,33,20,14,12,5,6,1
151,3377,75,0,29,52,6,14,11,15,2,25,19,10,9,2,14,False,True,20,False,False,True,True,3377,75,0,29,52,6,14,11,15,2,25,19,10,9,2,14,20
152,3390,78,0,29,65,9,22,11,17,15,35,20,15,12,8,10,False,True,2,False,True,False,True,3390,78,0,29,65,9,22,11,17,15,35,20,15,12,8,10,2
153,3400,70,0,25,58,4,10,16,26,14,22,16,13,11,2,21,False,True,1,False,True,False,True,3400,70,0,25,58,4,10,16,26,14,22,16,13,11,2,21,1
154,3428,92,0,32,62,15,31,13,20,11,38,20,17,2,1,16,False,True,5,False,False,True,True,3428,92,0,32,62,15,31,13,20,11,38,20,17,2,1,16,5
155,3112,72,0,25,56,4,16,18,28,2,19,10,7,11,3,21,False,True,11,False,True,False,True,3112,72,0,25,56,4,16,18,28,2,19,10,7,11,3,21,11
156,3125,73,2,25,71,12,36,11,17,7,29,17,9,11,1,13,False,True,20,False,False,True,True,3125,73,2,25,71,12,36,11,17,7,29,17,9,11,1,13,20
157,3163,83,0,30,67,12,27,11,19,18,32,19,15,14,2,15,False,True,3,False,True,False,True,3163,83,0,30,67,12,27,11,19,18,32,19,15,14,2,15,3
158,3231,85,0,35,64,4,14,11,15,5,31,23,6,8,1,11,False,True,4,False,True,False,True,3231,85,0,35,64,4,14,11,15,5,31,23,6,8,1,11,4
159,3243,50,0,14,53,3,14,19,22,6,30,7,11,6,3,11,False,True,4,False,False,True,True,3243,50,0,14,53,3,14,19,22,6,30,7,11,6,3,11,4
160,3261,83,0,30,74,2,9,21,31,9,28,18,11,10,9,20,False,True,3,False,True,False,True,3261,83,0,30,74,2,9,21,31,9,28,18,11,10,9,20,3
161,3276,74,0,32,66,5,17,5,11,11,28,21,11,11,2,9,False,True,9,False,True,False,True,3276,74,0,32,66,5,17,5,11,11,28,21,11,11,2,9,9
